seed,combo,drivers,orderRate,matchR,rebalR,thresh,timeout,ss_success_pct,ss_cancel_per_min,ss_completed_per_min,ss_match_per_sec,est_wait_s,avg_queue,p95_queue,max_queue,avg_idle_frac,avg_enroute,avg_ontrip,avg_rebal,rebal_events_per_min,avg_alert_cells,p90_alert_cells,max_alert_cells,max_pending_obs,eta_mean_s,eta_p90_s,traffic_share_pct,avg_traffic_factor,avg_grid_traffic,avg_traffic_cells15,avg_traffic_cells25,generated_total,cancelled_total,completed_total
20260808,�'530_t�,100,5-10,8,10,2,10,23.857994,340.777778,107.333333,1.779630,35.465021,63.114603,74,81,0.699187,3.576710,25.558226,0.946396,28.200000,9.966728,14,17,18,5.646409,10,30.018416,1.376105,1.010735,129.271719,42.717190,4501,3356,1055
20260808,�'530_t�,100,5-10,8,10,2,20,26.370442,338.777778,121.666667,2.022222,62.212630,125.807763,142,155,0.659815,4.055453,29.046211,0.916821,27.800000,13.040665,18,18,27,5.841721,10,24.426230,1.302754,1.010735,129.271719,42.717190,4609,3260,1192
20260808,�'530_t�,100,5-10,8,20,1,10,43.264699,254.111111,196.111111,3.229630,17.661674,57.040665,71,78,0.377468,6.510166,45.835490,9.907579,297.600000,13.347505,19,26,18,4.656943,10,47.512953,1.625016,1.010735,129.271719,42.717190,4522,2527,1892
20260808,�'530_t�,100,5-10,8,20,1,20,48.326673,229.888889,215.555556,3.583333,29.019129,103.985213,128,144,0.320314,7.173752,50.500924,10.293900,305.200000,17.171904,23,30,31,4.607634,10,43.166824,1.565330,1.010735,129.271719,42.717190,4474,2235,2078
20260808,�'530_t�,100,5-10,8,20,2,10,38.435039,278.000000,173.777778,2.892593,20.275513,58.648799,71,78,0.505638,5.811460,40.813309,2.811460,82.800000,9.552680,12,16,18,5.167132,9,51.890634,1.698773,1.010735,129.271719,42.717190,4512,2730,1688
20260808,�'530_t�,100,5-10,8,20,2,20,43.748415,246.444444,192.555556,3.194444,33.058780,105.604436,132,145,0.451368,6.397412,45.253235,3.212569,94.200000,12.554529,18,18,24,5.102001,9,46.761453,1.638694,1.010735,129.271719,42.717190,4403,2375,1860
20260808,�'530_t�,100,5-10,8,30,1,10,57.961625,187.444444,258.777778,4.307407,13.107713,56.460259,71,77,0.128521,8.639556,61.012939,17.495379,532.000000,14.458410,20,25,16,4.049962,8,54.064417,1.750583,1.010735,129.271719,42.717190,4473,1805,2535
20260808,�'530_t�,100,5-10,8,30,1,20,58.974988,185.888889,268.888889,4.453704,23.607426,105.140481,131,141,0.118577,8.916821,63.040665,16.184843,494.800000,17.924214,24,29,25,4.392199,9,47.032475,1.641967,1.010735,129.271719,42.717190,4551,1739,2631
20260808,�'530_t�,100,5-10,8,30,2,10,46.856725,242.333333,214.444444,3.561111,15.725948,56.001848,72,78,0.381811,7.133087,50.543438,4.142329,121.900000,9.020333,11,16,16,4.993770,9,59.484778,1.814698,1.010735,129.271719,42.717190,4547,2350,2088
20260808,�'530_t�,100,5-10,8,30,2,20,52.944137,207.777778,233.777778,3.896296,26.445324,103.038817,129,140,0.326784,7.813309,54.861368,4.646950,135.000000,12.162662,17,18,23,4.749074,9,48.685911,1.675528,1.010735,129.271719,42.717190,4444,2000,2266
